order_id,first_name,last_name,city,state,order_date,store_id,store_city,store_name,staff_id,rep,rep2,list_price,product_id,discount,quantity,product_name,category_name,brand_name
132,Monika,Berg,Encino,CA,2016-03-20,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
134,Tuan,Wolfe,West Babylon,NY,2016-03-20,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
146,Keturah,Massey,Banning,CA,2016-03-28,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
165,Adriene,Rivera,Encino,CA,2016-04-08,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
175,Steve,Bender,Scarsdale,NY,2016-04-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
176,Melba,Wilkinson,Floral Park,NY,2016-04-15,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
192,Viva,Dawson,Orchard Park,NY,2016-04-27,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
197,Erlinda,Nielsen,Maspeth,NY,2016-04-30,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
211,Penney,Hall,Liverpool,NY,2016-05-07,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
218,Vernetta,Banks,Brooklyn,NY,2016-05-12,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
222,Gertrud,Rhodes,Merrick,NY,2016-05-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
226,Tony,Hicks,Anaheim,CA,2016-05-17,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
228,Jamika,Blanchard,Fresh Meadows,NY,2016-05-17,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
236,Stephaine,Riddle,Brooklyn,NY,2016-05-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
255,Ophelia,Rodgers,Hopewell Junction,NY,2016-06-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
259,Ginette,Edwards,Baldwin,NY,2016-06-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
262,Matilda,Larson,Harlingen,TX,2016-06-08,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
263,Ai,Forbes,Franklin Square,NY,2016-06-09,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
272,Ezra,Fowler,Nanuet,NY,2016-06-15,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
285,Justin,Newton,Apple Valley,CA,2016-06-25,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.10,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
287,Delbert,Wilkins,Coram,NY,2016-06-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
290,Marni,Bolton,Lancaster,NY,2016-06-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
302,Carlena,Salinas,Jamaica,NY,2016-07-06,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
316,Shawnda,Glover,Liverpool,NY,2016-07-17,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
320,Carola,Johns,Santa Cruz,CA,2016-07-19,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.10,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
324,Garland,Weaver,Amsterdam,NY,2016-07-20,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
335,Phebe,Soto,South Ozone Park,NY,2016-07-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
353,Phylicia,Stout,Canandaigua,NY,2016-08-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
362,Hedwig,Paul,Apple Valley,CA,2016-08-09,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
375,Christiane,Bradford,Orchard Park,NY,2016-08-17,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
376,Kristel,Byrd,Hicksville,NY,2016-08-17,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
388,Mirella,Duffy,Longview,TX,2016-08-21,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
389,Saturnina,Garner,Glendora,CA,2016-08-22,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
408,Shemeka,Lyons,Pomona,CA,2016-09-01,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
411,Ferne,Kline,Fullerton,CA,2016-09-02,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
423,Dewayne,Herring,Webster,NY,2016-09-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
429,Laraine,Robbins,San Angelo,TX,2016-09-10,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,749.99,2,0.10,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
449,Justa,Thompson,Corona,NY,2016-09-21,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
457,Kami,Rios,Encino,CA,2016-09-24,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
458,Andy,O'neill,Rego Park,NY,2016-09-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
504,Mercedez,Brooks,Duarte,CA,2016-10-14,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
508,Octavia,Donaldson,Levittown,NY,2016-10-15,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
524,Lucas,Estes,Santa Monica,CA,2016-10-25,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
530,Yolando,Wade,Massapequa,NY,2016-10-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
534,Farrah,Orr,New Hyde Park,NY,2016-10-29,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
536,Cira,Downs,Oakland,CA,2016-10-31,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.10,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
538,Delana,Scott,Mount Vernon,NY,2016-11-02,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
552,Alexis,Mack,New City,NY,2016-11-12,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
573,Johna,Powers,Deer Park,NY,2016-11-24,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
590,Casimira,Chapman,Monroe,NY,2016-12-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
591,Brenton,Whitaker,Niagara Falls,NY,2016-12-06,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
653,Barbra,Dickerson,Ridgecrest,CA,2017-01-14,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
683,Laci,Castro,Saint Albans,NY,2017-01-29,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
777,Shu,Mays,Astoria,NY,2017-03-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
792,Gertha,Mejia,Flushing,NY,2017-03-22,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
835,Marina,Hinton,Encino,CA,2017-04-13,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
879,Ross,Pugh,North Tonawanda,NY,2017-05-08,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,749.99,2,0.07,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
912,Rudolf,Gilliam,Palos Verdes Peninsula,CA,2017-05-27,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
915,Judith,Finley,Whitestone,NY,2017-05-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.07,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1008,Arie,Hunter,Flushing,NY,2017-07-16,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.10,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1092,Ronna,Butler,Encino,CA,2017-08-25,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1124,Pinkie,Kirkland,San Angelo,TX,2017-09-13,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,749.99,2,0.05,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1296,Jenee,Rasmussen,Sacramento,CA,2017-12-14,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,749.99,2,0.10,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1345,Ashanti,Hammond,Nanuet,NY,2018-01-14,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1378,Marguerite,Berger,Fullerton,CA,2018-02-02,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.20,2,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1499,Luz,House,Fresno,CA,2018-04-06,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,749.99,2,0.05,1,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey
1344,Alishia,Elliott,Mount Vernon,NY,2018-01-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1324,Mellie,Puckett,Fresh Meadows,NY,2018-01-01,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1289,Lakenya,Oliver,San Lorenzo,CA,2017-12-08,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.10,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1095,Wynona,Douglas,Harlingen,TX,2017-08-26,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1175,Monty,Frost,Hempstead,NY,2017-10-09,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1037,Carina,Lynch,Wappingers Falls,NY,2017-07-31,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1048,Ilda,Roberson,Kingston,NY,2017-08-08,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.10,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1049,Dorine,Roberson,Santa Cruz,CA,2017-08-09,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.10,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
1056,Berna,Moore,Bronx,NY,2017-08-12,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
927,Lee,Dunn,San Jose,CA,2017-06-03,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.10,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
807,Lenore,Valdez,Spring Valley,NY,2017-03-30,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
722,Angelika,Perry,Canandaigua,NY,2017-02-18,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
734,Maximina,Hutchinson,Corpus Christi,TX,2017-02-26,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
739,Caroll,Hays,Fairport,NY,2017-02-28,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
754,Ann,Heath,South El Monte,CA,2017-03-06,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
667,Klara,Kim,Rome,NY,2017-01-22,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
702,Dorothea,Miranda,Upland,CA,2017-02-08,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
650,Hue,Dalton,Apple Valley,CA,2017-01-11,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
572,Genoveva,Tyler,New York,NY,2016-11-24,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
570,Loreen,Byers,South Ozone Park,NY,2016-11-23,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
577,Earline,Ballard,Mount Vernon,NY,2016-11-27,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
593,Cleotilde,Booth,Sugar Land,TX,2016-12-07,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,999.99,3,0.10,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
595,Sherie,Ayala,South El Monte,CA,2016-12-08,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
610,Jovita,Bishop,Staten Island,NY,2016-12-13,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
549,Bobbie,Foster,Desoto,TX,2016-11-12,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
554,Katharina,Bates,Campbell,CA,2016-11-13,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
526,Tonda,Webb,Baldwinsville,NY,2016-10-26,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.10,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
524,Lucas,Estes,Santa Monica,CA,2016-10-25,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
458,Andy,O'neill,Rego Park,NY,2016-09-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
447,Vallie,Dixon,Rowlett,TX,2016-09-20,3,Rowlett,Rowlett Bikes,8,Kali,Vargas,999.99,3,0.10,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
437,Adam,Thornton,Central Islip,NY,2016-09-16,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
436,Yun,Nelson,Ballston Spa,NY,2016-09-16,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
420,Petronila,Norris,South El Monte,CA,2016-09-05,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
421,Le,Deleon,Banning,CA,2016-09-05,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
415,Bonita,Marshall,Endicott,NY,2016-09-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
408,Shemeka,Lyons,Pomona,CA,2016-09-01,1,Santa Cruz,Santa Cruz Bikes,2,Mireya,Copeland,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
400,Alline,Beasley,North Tonawanda,NY,2016-08-29,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
405,Genevieve,Juarez,New Hyde Park,NY,2016-08-31,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
392,Carley,Reynolds,South El Monte,CA,2016-08-23,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
386,Christiana,Gross,Orchard Park,NY,2016-08-20,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
350,Williemae,Holloway,Oakland,CA,2016-08-03,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.07,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
333,Major,Merrill,Astoria,NY,2016-07-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
334,Hollis,Rasmussen,Massapequa,NY,2016-07-25,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
305,Camille,Harvey,Huntington,NY,2016-07-07,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
309,Gilma,Dejesus,Scarsdale,NY,2016-07-11,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
282,Regina,Burns,Garland,TX,2016-06-22,3,Rowlett,Rowlett Bikes,9,Layla,Terrell,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
269,Terrell,Mathis,Selden,NY,2016-06-12,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
276,Magali,Dixon,Troy,NY,2016-06-18,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
263,Ai,Forbes,Franklin Square,NY,2016-06-09,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
264,Charolette,Rice,Sacramento,CA,2016-06-10,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
254,Faustino,Delacruz,South Richmond Hill,NY,2016-06-03,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
242,Almeta,Benjamin,Sunnyside,NY,2016-05-27,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
247,Joann,Barber,Santa Monica,CA,2016-05-30,1,Santa Cruz,Santa Cruz Bikes,3,Genna,Serrano,999.99,3,0.20,1,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
236,Stephaine,Riddle,Brooklyn,NY,2016-05-25,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.07,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
227,Kirstie,Vazquez,Saratoga Springs,NY,2016-05-17,2,Baldwin,Baldwin Bikes,7,Venita,Daniel,999.99,3,0.05,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
220,Noble,Glover,Orchard Park,NY,2016-05-12,2,Baldwin,Baldwin Bikes,6,Marcelene,Boyer,999.99,3,0.20,2,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly
